name,icon,id,description,members,gp_value,lowalch,limit,highalch
Jade ring,https://oldschool.runescape.wiki/images/Jade_ring.png,21084,A valuable ring.,https://oldschool.runescape.wiki/images/Member_icon.png,1275,510,10000,765
Jangerberries,https://oldschool.runescape.wiki/images/Jangerberries.png,247,They don't look very ripe.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,13000,1
Jangerberry seed,https://oldschool.runescape.wiki/images/Jangerberry_seed_5.png,5104,A jangerberry bush seed - plant in a bush patch.,https://oldschool.runescape.wiki/images/Member_icon.png,60,24,200,36
Jar of chemicals,https://oldschool.runescape.wiki/images/Jar_of_chemicals.png,23064,Looks unstable.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of darkness,https://oldschool.runescape.wiki/images/Jar_of_darkness.png,19701,It smells like it's been where the sun doesn't shine.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of decay,https://oldschool.runescape.wiki/images/Jar_of_decay.png,22106,Very healthy.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of dirt,https://oldschool.runescape.wiki/images/Jar_of_dirt.png,12007,It's just a jar of dirt.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of dreams,https://oldschool.runescape.wiki/images/Jar_of_dreams.png,24495,"With this jar, your dreams can come true!",https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of eyes,https://oldschool.runescape.wiki/images/Jar_of_eyes.png,23525,Stop staring!,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of miasma,https://oldschool.runescape.wiki/images/Jar_of_miasma.png,13277,It smells abysmal.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of sand,https://oldschool.runescape.wiki/images/Jar_of_sand.png,12885,It's just a jar of sand.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,5,1
Jar of smoke,https://oldschool.runescape.wiki/images/Jar_of_smoke.png,25524,Don't breath in.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of souls,https://oldschool.runescape.wiki/images/Jar_of_souls.png,13245,This may be of use for a certain person.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of spirits,https://oldschool.runescape.wiki/images/Jar_of_spirits.png,25521,How does someone jar this?,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of stone,https://oldschool.runescape.wiki/images/Jar_of_stone.png,21745,Stones aren't very useful in this capacity.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Jar of swamp,https://oldschool.runescape.wiki/images/Jar_of_swamp.png,12936,This is my Swamp!,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Javelin shaft,https://oldschool.runescape.wiki/images/Javelin_shaft_5.png,19584,"It's not very strong, but it could be pointy if you put a pointy tip on it.",https://oldschool.runescape.wiki/images/Member_icon.png,1,1,7000,1
Jester cape,https://oldschool.runescape.wiki/images/Jester_cape.png,23297,A jester cape.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1000,400,4,600
Jogre bones,https://oldschool.runescape.wiki/images/Jogre_bones.png,3125,Fairly big bones which smell distinctly of Jogre.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,3000,1
Jug,https://oldschool.runescape.wiki/images/Jug.png,1935,This jug is empty.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,13000,1
Jug of water,https://oldschool.runescape.wiki/images/Jug_of_water.png,1937,It's full of water.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,13000,1
Jug of wine,https://oldschool.runescape.wiki/images/Jug_of_wine.png,1993,It's full of wine.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,6000,1
Jungle camo legs,https://oldschool.runescape.wiki/images/Jungle_camo_legs.png,10059,These should make me harder to spot in jungle areas.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,150,12
Jungle camo top,https://oldschool.runescape.wiki/images/Jungle_camo_top.png,10057,This should make me harder to spot in jungle areas.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,150,12
Jungle demon mask,https://oldschool.runescape.wiki/images/Jungle_demon_mask.png,20032,A mask resembling a visage of a Greater Jungle demon.,https://oldschool.runescape.wiki/images/Member_icon.png,4000,1600,4,2400
Justiciar armour set,https://oldschool.runescape.wiki/images/Justiciar_armour_set.png,22438,"A set containing a Justiciar faceguard, Justiciar chestguard and Justiciar legguards.",https://oldschool.runescape.wiki/images/Member_icon.png,145000,58000,5,87000
Justiciar chestguard,https://oldschool.runescape.wiki/images/Justiciar_chestguard.png,22327,"A Justiciar's chestguard. They once roamed the land casting judgements on wrongdoers, their decisions were never questioned.",https://oldschool.runescape.wiki/images/Member_icon.png,6000000,2400000,8,3600000
Justiciar faceguard,https://oldschool.runescape.wiki/images/Justiciar_faceguard.png,22326,"A helm that once belonged to a Justiciar, a loyal zealot of Saradomin.",https://oldschool.runescape.wiki/images/Member_icon.png,2000000,800000,8,1200000
Justiciar legguards,https://oldschool.runescape.wiki/images/Justiciar_legguards.png,22328,A Justiciar's platelegs. Their once bright colours have since faded.,https://oldschool.runescape.wiki/images/Member_icon.png,4500000,1800000,8,2700000
Jute fibre,https://oldschool.runescape.wiki/images/Jute_fibre.png,5931,I can weave this to make sacks.,https://oldschool.runescape.wiki/images/Member_icon.png,6,2,13000,3
Jute seed,https://oldschool.runescape.wiki/images/Jute_seed_5.png,5306,A jute plant seed - plant in a hops patch.,https://oldschool.runescape.wiki/images/Member_icon.png,5,2,2000,3
Karambwan vessel,https://oldschool.runescape.wiki/images/Karambwan_vessel.png,3157,"A wide bodied and thin necked vessel, encrusted with sea salt.",https://oldschool.runescape.wiki/images/Member_icon.png,5,2,15,3
Karambwan vessel (baited),https://oldschool.runescape.wiki/images/Karambwan_vessel_(baited).png,3159,This Karambwan Vessel is loaded with Karambwanji.,https://oldschool.runescape.wiki/images/Member_icon.png,40,16,15,24
Karidian disguise,https://oldschool.runescape.wiki/images/Karidian_disguise.png,4595,Makes my face itch.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,15,1
Karil's armour set,https://oldschool.runescape.wiki/images/Karil's_armour_set.png,12883,"A set containing a Karil's coif, leatherskirt, leathertop and crossbow.",https://oldschool.runescape.wiki/images/Member_icon.png,200000,80000,8,120000
Karil's coif,https://oldschool.runescape.wiki/images/Karil's_coif.png,4732,Karil the Tainted's coif.,https://oldschool.runescape.wiki/images/Member_icon.png,13000,5200,15,7800
Karil's coif 0,https://oldschool.runescape.wiki/images/Karil's_coif_0.png,4932,Karil the Tainted's coif.,https://oldschool.runescape.wiki/images/Member_icon.png,13000,5200,15,7800
Karil's crossbow,https://oldschool.runescape.wiki/images/Karil's_crossbow.png,4734,Karil the Tainted's repeating crossbow.,https://oldschool.runescape.wiki/images/Member_icon.png,160000,64000,15,96000
Karil's crossbow 0,https://oldschool.runescape.wiki/images/Karil's_crossbow_0.png,4938,Karil the Tainted's repeating crossbow.,https://oldschool.runescape.wiki/images/Member_icon.png,160000,64000,15,96000
Karil's leatherskirt,https://oldschool.runescape.wiki/images/Karil's_leatherskirt.png,4738,Karil the Tainted's leather skirt.,https://oldschool.runescape.wiki/images/Member_icon.png,47000,18800,15,28200
Karil's leatherskirt 0,https://oldschool.runescape.wiki/images/Karil's_leatherskirt_0.png,4950,Karil the Tainted's leather skirt.,https://oldschool.runescape.wiki/images/Member_icon.png,47000,18800,15,28200
Karil's leathertop,https://oldschool.runescape.wiki/images/Karil's_leathertop.png,4736,Karil the Tainted's leather body armour.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,15,30000
Karil's leathertop 0,https://oldschool.runescape.wiki/images/Karil's_leathertop_0.png,4944,Karil the Tainted's leather body armour.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,15,30000
Katana,https://oldschool.runescape.wiki/images/Katana.png,12357,Created by Hattori Hanzo in the Eastern Lands.,https://oldschool.runescape.wiki/images/Member_icon.png,24000,9600,8,14400
Kebab,https://oldschool.runescape.wiki/images/Kebab.png,1971,A meaty kebab.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,3,1,6000,1
Kebab mix,https://oldschool.runescape.wiki/images/Kebab_mix.png,1881,"A mixture of chopped tomatoes, onions and ugthanki meat in a bowl.",https://oldschool.runescape.wiki/images/Member_icon.png,9,3,11000,5
Kebbit bolts,https://oldschool.runescape.wiki/images/Kebbit_bolts.png,10158,Bolts made from the spikes of a prickly kebbit.,https://oldschool.runescape.wiki/images/Member_icon.png,18,7,11000,10
Kebbit claws,https://oldschool.runescape.wiki/images/Kebbit_claws.png,10113,More menacing when attached to the owner.,https://oldschool.runescape.wiki/images/Member_icon.png,43,17,10000,25
Kebbit spike,https://oldschool.runescape.wiki/images/Kebbit_spike.png,10105,These bone spikes are both very tough and very sharp.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,10000,54
Kebbit teeth,https://oldschool.runescape.wiki/images/Kebbit_teeth.png,10109,A kebbit-sized set of dentures.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,10000,96
Kebbit teeth dust,https://oldschool.runescape.wiki/images/Kebbit_teeth_dust.png,10111,Previously a kebbit-sized set of dentures.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,10000,96
Keg of beer,https://oldschool.runescape.wiki/images/Keg_of_beer.png,3801,A lot of beer in a barrel.,https://oldschool.runescape.wiki/images/Member_icon.png,250,100,2000,150
Kharidian headpiece,https://oldschool.runescape.wiki/images/Kharidian_headpiece.png,4591,Wear it on your head.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,15,1
Kharyrll teleport (tablet),https://oldschool.runescape.wiki/images/Kharyrll_teleport_(tablet).png,12779,A teleport to Kharyrll.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,10000,1
Khazard teleport (tablet),https://oldschool.runescape.wiki/images/Khazard_teleport_(tablet).png,24957,A teleport to Port Khazard.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,10000,1
King worm,https://oldschool.runescape.wiki/images/King_worm.png,2162,They're a gnome delicacy apparently.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Kitchen knife,https://oldschool.runescape.wiki/images/Kitchen_knife.png,7447,"A sharp, dependable knife, for filleting meat.",https://oldschool.runescape.wiki/images/Member_icon.png,8000,3200,50,4800
Kitchen table (flatpack),https://oldschool.runescape.wiki/images/Kitchen_table_(flatpack).png,8528,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Knife,https://oldschool.runescape.wiki/images/Knife.png,946,A dangerous looking knife.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,6,2,40,3
Kodai insignia,https://oldschool.runescape.wiki/images/Kodai_insignia.png,21043,"An insignia representing Kodai, Xeric's fearsome wizards.",https://oldschool.runescape.wiki/images/Member_icon.png,150000,60000,8,90000
Kodai wand,https://oldschool.runescape.wiki/images/Kodai_wand.png,21006,A wand of an ancient Kodai mage.,https://oldschool.runescape.wiki/images/Member_icon.png,150000,60000,8,90000
Kovac's grog,https://oldschool.runescape.wiki/images/Kovac's_grog.png,27014,Only Kovac knows what's gone into this.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Kraken tentacle,https://oldschool.runescape.wiki/images/Kraken_tentacle.png,12004,Ewwww... it's still sucky.,https://oldschool.runescape.wiki/images/Member_icon.png,83340,33336,70,50004
Krandorian hops,https://oldschool.runescape.wiki/images/Krandorian_hops.png,6000,A handful of Krandorian Hops.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,11000,6
Krandorian seed,https://oldschool.runescape.wiki/images/Krandorian_seed_5.png,5310,A Krandorian hop seed - plant in a hops patch.,https://oldschool.runescape.wiki/images/Member_icon.png,8,3,2000,4
Kwuarm,https://oldschool.runescape.wiki/images/Kwuarm.png,263,A powerful herb.,https://oldschool.runescape.wiki/images/Member_icon.png,54,21,13000,32
Kwuarm potion (unf),https://oldschool.runescape.wiki/images/Kwuarm_potion_(unf).png,105,I need another ingredient to finish this Kwuarm potion.,https://oldschool.runescape.wiki/images/Member_icon.png,54,21,10000,32
Kwuarm seed,https://oldschool.runescape.wiki/images/Kwuarm_seed_5.png,5299,A kwuarm seed - plant in a herb patch.,https://oldschool.runescape.wiki/images/Member_icon.png,11,4,200,6
Kyatt fur,https://oldschool.runescape.wiki/images/Kyatt_fur.png,10103,It's a perfect-looking kyatt fur.,https://oldschool.runescape.wiki/images/Member_icon.png,160,64,10000,96
Kyatt hat,https://oldschool.runescape.wiki/images/Kyatt_hat.png,10039,This should make me harder to spot in polar areas.,https://oldschool.runescape.wiki/images/Member_icon.png,1000,400,150,600
Kyatt legs,https://oldschool.runescape.wiki/images/Kyatt_legs.png,10035,These should make me harder to spot in polar areas.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,150,120
Kyatt top,https://oldschool.runescape.wiki/images/Kyatt_top.png,10037,This should make me harder to spot in polar areas.,https://oldschool.runescape.wiki/images/Member_icon.png,200,80,150,120
Lantadyme,https://oldschool.runescape.wiki/images/Lantadyme.png,2481,A powerful herb.,https://oldschool.runescape.wiki/images/Member_icon.png,68,27,11000,40
Lantadyme potion (unf),https://oldschool.runescape.wiki/images/Lantadyme_potion_(unf).png,2483,I need another ingredient to finish this Lantadyme potion.,https://oldschool.runescape.wiki/images/Member_icon.png,68,27,10000,40
Lantadyme seed,https://oldschool.runescape.wiki/images/Lantadyme_seed_5.png,5302,A lantadyme seed - plant in a herb patch.,https://oldschool.runescape.wiki/images/Member_icon.png,9,3,200,5
Lantern lens,https://oldschool.runescape.wiki/images/Lantern_lens.png,4542,A roughly circular disc of glass.,https://oldschool.runescape.wiki/images/Member_icon.png,70,28,10000,42
Large oak bed (flatpack),https://oldschool.runescape.wiki/images/Large_oak_bed_(flatpack).png,8580,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Large teak bed (flatpack),https://oldschool.runescape.wiki/images/Large_teak_bed_(flatpack).png,8584,How does it all fit in there?,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,500,6
Larran's key,https://oldschool.runescape.wiki/images/Larran's_key_5.png,23490,Opens Larran's chests in the Wilderness.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,250,1
Larupia fur,https://oldschool.runescape.wiki/images/Larupia_fur.png,10095,It's a perfect-looking larupia fur.,https://oldschool.runescape.wiki/images/Member_icon.png,80,32,10000,48
Larupia hat,https://oldschool.runescape.wiki/images/Larupia_hat.png,10045,This should make me harder to spot in woodland and jungle areas.,https://oldschool.runescape.wiki/images/Member_icon.png,500,200,150,300
Larupia legs,https://oldschool.runescape.wiki/images/Larupia_legs.png,10041,These should make me harder to spot in woodland and jungle areas.,https://oldschool.runescape.wiki/images/Member_icon.png,100,40,150,60
Larupia top,https://oldschool.runescape.wiki/images/Larupia_top.png,10043,This should make me harder to spot in woodland and jungle areas.,https://oldschool.runescape.wiki/images/Member_icon.png,100,40,150,60
Lassar teleport (tablet),https://oldschool.runescape.wiki/images/Lassar_teleport_(tablet).png,12780,A teleport to Lassar.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,10000,1
Lava battlestaff,https://oldschool.runescape.wiki/images/Lava_battlestaff.png,3053,It's a slightly magical stick.,https://oldschool.runescape.wiki/images/Member_icon.png,17000,6800,8,10200
Lava dragon bones,https://oldschool.runescape.wiki/images/Lava_dragon_bones.png,11943,Bones of a lava dragon.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,7500,90
Lava dragon mask,https://oldschool.runescape.wiki/images/Lava_dragon_mask.png,12371,Do I look scary?,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,4,6000
Lava rune,https://oldschool.runescape.wiki/images/Lava_rune.png,4699,A combined Earth and Fire Rune.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,18000,12
Lava scale,https://oldschool.runescape.wiki/images/Lava_scale.png,11992,A scale from the hide of a lava dragon.,https://oldschool.runescape.wiki/images/Member_icon.png,50,20,11000,30
Lava scale shard,https://oldschool.runescape.wiki/images/Lava_scale_shard_5.png,11994,Ground-up lava dragon scale.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,11000,12
Lava staff upgrade kit,https://oldschool.runescape.wiki/images/Lava_staff_upgrade_kit.png,21202,Makes a lava battlestaff or mystic lava staff more beautiful.,https://oldschool.runescape.wiki/images/Member_icon.png,1500,600,50,900
Law rune,https://oldschool.runescape.wiki/images/Law_rune.png,563,Used for teleport spells.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,240,96,18000,144
Leaf-bladed battleaxe,https://oldschool.runescape.wiki/images/Leaf-bladed_battleaxe.png,20727,A razor-sharp battleaxe.,https://oldschool.runescape.wiki/images/Member_icon.png,96000,38400,70,57600
Leaf-bladed sword,https://oldschool.runescape.wiki/images/Leaf-bladed_sword.png,11902,A razor-sharp sword.,https://oldschool.runescape.wiki/images/Member_icon.png,68000,27200,70,40800
Lean snail,https://oldschool.runescape.wiki/images/Lean_snail.png,3365,"The lean, slimy corpse of a deceased giant snail.",https://oldschool.runescape.wiki/images/Member_icon.png,10,4,13000,6
Lean snail meat,https://oldschool.runescape.wiki/images/Lean_snail_meat.png,3371,A succulently slimy slice of sumptuous snail.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,6000,12
Leaping salmon,https://oldschool.runescape.wiki/images/Leaping_salmon.png,11330,Some non-tasty salmon.,https://oldschool.runescape.wiki/images/Member_icon.png,3,1,13000,1
Leaping sturgeon,https://oldschool.runescape.wiki/images/Leaping_sturgeon.png,11332,A bloated sturgeon.,https://oldschool.runescape.wiki/images/Member_icon.png,4,1,13000,2
Leaping trout,https://oldschool.runescape.wiki/images/Leaping_trout.png,11328,A sad-looking trout.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Leather,https://oldschool.runescape.wiki/images/Leather.png,1741,It's a piece of leather.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,1,1,13000,1
Leather body,https://oldschool.runescape.wiki/images/Leather_body.png,1129,Better than no armour!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,21,8,125,12
Leather body (g),https://oldschool.runescape.wiki/images/Leather_body_(g).png,23381,Better than no armour! Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,8,510
Leather boots,https://oldschool.runescape.wiki/images/Leather_boots.png,1061,Comfortable leather boots.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,6,2,125,3
Leather chaps,https://oldschool.runescape.wiki/images/Leather_chaps.png,1095,Better than no armour!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,20,8,125,12
Leather chaps (g),https://oldschool.runescape.wiki/images/Leather_chaps_(g).png,23384,Better than no armour! Nice trim too!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,850,340,8,510
Leather cowl,https://oldschool.runescape.wiki/images/Leather_cowl.png,1167,Better than no armour!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,24,9,125,14
Leather gloves,https://oldschool.runescape.wiki/images/Leather_gloves.png,1059,These will keep my hands warm!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,6,2,125,3
Leather vambraces,https://oldschool.runescape.wiki/images/Leather_vambraces.png,1063,Better than no armour!,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,18,7,125,10
Leaves,https://oldschool.runescape.wiki/images/Leaves.png,6020,A pile of leaves.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Left eye patch,https://oldschool.runescape.wiki/images/Left_eye_patch.png,19724,A black piece of cloth on a string.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,4,1
Lemon,https://oldschool.runescape.wiki/images/Lemon.png,2102,A fresh lemon.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Lemon chunks,https://oldschool.runescape.wiki/images/Lemon_chunks.png,2104,Fresh chunks of lemon.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Lemon slices,https://oldschool.runescape.wiki/images/Lemon_slices.png,2106,Fresh lemon slices.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Leprechaun charm,https://oldschool.runescape.wiki/images/Leprechaun_charm.png,28179,They're magicly expeditious.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,0,1
Leprechaun hat,https://oldschool.runescape.wiki/images/Leprechaun_hat.png,12359,Top o' the morning!,https://oldschool.runescape.wiki/images/Member_icon.png,1000,400,4,600
Lesser demon mask,https://oldschool.runescape.wiki/images/Lesser_demon_mask.png,20020,Evil.,https://oldschool.runescape.wiki/images/Member_icon.png,4000,1600,4,2400
Light ballista,https://oldschool.runescape.wiki/images/Light_ballista.png,19478,A weapon forged from the wreckage of an airship.,https://oldschool.runescape.wiki/images/Member_icon.png,125000,50000,8,75000
Light bow tie,https://oldschool.runescape.wiki/images/Light_bow_tie.png,19985,Bow ties are cool.,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Light frame,https://oldschool.runescape.wiki/images/Light_frame.png,19586,A light wooden frame.,https://oldschool.runescape.wiki/images/Member_icon.png,50000,20000,8,30000
Light infinity colour kit,https://oldschool.runescape.wiki/images/Light_infinity_colour_kit.png,12530,Use on infinity pieces to recolour them!,https://oldschool.runescape.wiki/images/Member_icon.png,5000,2000,4,3000
Light orb,https://oldschool.runescape.wiki/images/Light_orb.png,10973,A component of cave goblin Magic.,https://oldschool.runescape.wiki/images/Member_icon.png,350,140,10000,210
Light trousers,https://oldschool.runescape.wiki/images/Light_trousers.png,19979,Light tuxedo trousers with matching stockings.,https://oldschool.runescape.wiki/images/Member_icon.png,6000,2400,4,3600
Light tuxedo cuffs,https://oldschool.runescape.wiki/images/Light_tuxedo_cuffs.png,19976,Linked tuxedo cuffs with a gold trim.,https://oldschool.runescape.wiki/images/Member_icon.png,3000,1200,4,1800
Light tuxedo jacket,https://oldschool.runescape.wiki/images/Light_tuxedo_jacket.png,19973,A light tuxedo jacket with a matching shirt.,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,4,6000
Light tuxedo shoes,https://oldschool.runescape.wiki/images/Light_tuxedo_shoes.png,19982,Light shoes to match your light tuxedo.,https://oldschool.runescape.wiki/images/Member_icon.png,3000,1200,4,1800
Lightbearer,https://oldschool.runescape.wiki/images/Lightbearer.png,25975,A heavy ring that glimmers with a strange power.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,8,1
Lily of the sands,https://oldschool.runescape.wiki/images/Lily_of_the_sands.png,27272,A beautiful lily.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,13000,1
Lime,https://oldschool.runescape.wiki/images/Lime.png,2120,A fresh lime.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Lime chunks,https://oldschool.runescape.wiki/images/Lime_chunks.png,2122,Fresh chunks of lime.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,13000,1
Lime slices,https://oldschool.runescape.wiki/images/Lime_slices.png,2124,Fresh lime slices.,https://oldschool.runescape.wiki/images/Member_icon.png,2,1,13000,1
Limestone,https://oldschool.runescape.wiki/images/Limestone.png,3211,Some limestone.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,13000,6
Limestone brick,https://oldschool.runescape.wiki/images/Limestone_brick.png,3420,A well carved limestone brick.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,10000,12
Limpwurt root,https://oldschool.runescape.wiki/images/Limpwurt_root.png,225,The root of a limpwurt plant.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,7,2,13000,4
Limpwurt seed,https://oldschool.runescape.wiki/images/Limpwurt_seed_5.png,5100,A limpwurt seed - plant in a flower patch.,https://oldschool.runescape.wiki/images/Member_icon.png,12,4,600,7
Linen,https://oldschool.runescape.wiki/images/Linen.png,4684,One sheet of mummy wrap.,https://oldschool.runescape.wiki/images/Member_icon.png,30,12,15,18
Lizardkicker,https://oldschool.runescape.wiki/images/Lizardkicker.png,25826,A viscous bright-green ale. Smells like a herpetarium.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,0,12
Lizardman fang,https://oldschool.runescape.wiki/images/Lizardman_fang.png,13391,Ripped from the maw of a dying lizardman of Kourend.,https://oldschool.runescape.wiki/images/Member_icon.png,60,24,13000,36
Loar remains,https://oldschool.runescape.wiki/images/Loar_remains.png,3396,The remains of a deadly shade.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,7500,1
Lobster,https://oldschool.runescape.wiki/images/Lobster.png,379,This looks tricky to eat.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,70,28,6000,42
Lobster pot,https://oldschool.runescape.wiki/images/Lobster_pot.png,301,Useful for catching lobsters.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,20,8,40,12
Lockpick,https://oldschool.runescape.wiki/images/Lockpick.png,1523,For picking tough locks.,https://oldschool.runescape.wiki/images/Member_icon.png,20,8,250,12
Locust meat,https://oldschool.runescape.wiki/images/Locust_meat.png,9052,"Delicious and nutritious. Well, nutritious anyway.",https://oldschool.runescape.wiki/images/Member_icon.png,1,1,6000,1
Log brace,https://oldschool.runescape.wiki/images/Log_brace.png,28146,"With some rope, adamantite bars and steel nails, I can create a sturdy harness.",https://oldschool.runescape.wiki/images/Member_icon.png,1,1,40,1
Logs,https://oldschool.runescape.wiki/images/Logs.png,1511,A number of wooden logs.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,4,1,15000,2
Long kebbit bolts,https://oldschool.runescape.wiki/images/Long_kebbit_bolts.png,10159,Bolts made from the spikes of a razor-backed kebbit.,https://oldschool.runescape.wiki/images/Member_icon.png,31,12,11000,18
Long kebbit spike,https://oldschool.runescape.wiki/images/Long_kebbit_spike.png,10107,These bone spikes are both very tough and very sharp.,https://oldschool.runescape.wiki/images/Member_icon.png,150,60,10000,90
Longbow,https://oldschool.runescape.wiki/images/Longbow.png,839,A nice sturdy bow.,https://oldschool.runescape.wiki/images/Free-to-play_icon.png,80,32,18000,48
Longbow (u),https://oldschool.runescape.wiki/images/Longbow_(u).png,48,I need to find a string for this.,https://oldschool.runescape.wiki/images/Member_icon.png,60,24,10000,36
Loop half of key,https://oldschool.runescape.wiki/images/Loop_half_of_key.png,987,The loop end of the mysterious Crystal Key. Can you find the other half?,https://oldschool.runescape.wiki/images/Member_icon.png,100,40,11000,60
Looting bag note,https://oldschool.runescape.wiki/images/Looting_bag_note.png,24585,A note that may be exchanged at a bank for a Looting Bag.,https://oldschool.runescape.wiki/images/Member_icon.png,90,36,40,54
Lovakengj banner,https://oldschool.runescape.wiki/images/Lovakengj_banner.png,20257,A lovakite banner baring the sigil of house Lovakengj.,https://oldschool.runescape.wiki/images/Member_icon.png,70,28,4,42
Lovakengj hood,https://oldschool.runescape.wiki/images/Lovakengj_hood.png,20119,A rare hood from Lovakengj .,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,4,1
Lovakengj scarf,https://oldschool.runescape.wiki/images/Lovakengj_scarf.png,19949,A yellow scarf adorned with an ornamental anvil.,https://oldschool.runescape.wiki/images/Member_icon.png,10000,4000,4,6000
Lumberyard teleport,https://oldschool.runescape.wiki/images/Lumberyard_teleport.png,12642,Teleports you to the Lumberyard.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,10000,6
Lumbridge teleport (tablet),https://oldschool.runescape.wiki/images/Lumbridge_teleport_(tablet).png,8008,A teleport to Lumbridge.,https://oldschool.runescape.wiki/images/Member_icon.png,1,1,10000,1
Lunar isle teleport,https://oldschool.runescape.wiki/images/Lunar_isle_teleport.png,12405,Teleports you to Lunar isle.,https://oldschool.runescape.wiki/images/Member_icon.png,10,4,10000,6
